"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02402V02895","Type of Building and Construction","UNIT","VALUE"
"BEQ04C01","Value of Production Index in Building and Construction","20162","2016Q2","112","Non-residential building","Base 2015=100","108.152490506129"
"BEQ04C01","Value of Production Index in Building and Construction","20162","2016Q2","12","Civil engineering","Base 2015=100","109.986546648753"
"BEQ04C01","Value of Production Index in Building and Construction","20163","2016Q3","-","All building and construction","Base 2015=100","118.622577611946"
"BEQ04C01","Value of Production Index in Building and Construction","20163","2016Q3","11","Building (excluding civil engineering)","Base 2015=100","120.080502993239"
"BEQ04C01","Value of Production Index in Building and Construction","20163","2016Q3","111","Residential building","Base 2015=100","130.280640522674"
"BEQ04C01","Value of Production Index in Building and Construction","20163","2016Q3","112","Non-residential building","Base 2015=100","118.500199995721"
"BEQ04C01","Value of Production Index in Building and Construction","20163","2016Q3","12","Civil engineering","Base 2015=100","111.980917541612"
"BEQ04C01","Value of Production Index in Building and Construction","20164","2016Q4","-","All building and construction","Base 2015=100","123.768453741149"
"BEQ04C01","Value of Production Index in Building and Construction","20164","2016Q4","11","Building (excluding civil engineering)","Base 2015=100","126.281542144255"
"BEQ04C01","Value of Production Index in Building and Construction","20164","2016Q4","111","Residential building","Base 2015=100","131.724629215394"
"BEQ04C01","Value of Production Index in Building and Construction","20164","2016Q4","112","Non-residential building","Base 2015=100","125.438246964219"
"BEQ04C01","Value of Production Index in Building and Construction","20164","2016Q4","12","Civil engineering","Base 2015=100","112.319939904779"
"BEQ04C01","Value of Production Index in Building and Construction","20171","2017Q1","-","All building and construction","Base 2015=100","110.015241512496"
"BEQ04C01","Value of Production Index in Building and Construction","20171","2017Q1","11","Building (excluding civil engineering)","Base 2015=100","114.534657166964"
"BEQ04C01","Value of Production Index in Building and Construction","20171","2017Q1","111","Residential building","Base 2015=100","117.140854995853"
"BEQ04C01","Value of Production Index in Building and Construction","20171","2017Q1","112","Non-residential building","Base 2015=100","114.130880038545"
"BEQ04C01","Value of Production Index in Building and Construction","20171","2017Q1","12","Civil engineering","Base 2015=100","89.4267924199205"
"BEQ04C01","Value of Production Index in Building and Construction","20172","2017Q2","-","All building and construction","Base 2015=100","122.75001536843"
"BEQ04C01","Value of Production Index in Building and Construction","20172","2017Q2","11","Building (excluding civil engineering)","Base 2015=100","127.140297416283"
"BEQ04C01","Value of Production Index in Building and Construction","20172","2017Q2","111","Residential building","Base 2015=100","147.44447362765"
"BEQ04C01","Value of Production Index in Building and Construction","20172","2017Q2","112","Non-residential building","Base 2015=100","123.994579975086"
"BEQ04C01","Value of Production Index in Building and Construction","20172","2017Q2","12","Civil engineering","Base 2015=100","102.749841594878"
"BEQ04C01","Value of Production Index in Building and Construction","20173","2017Q3","-","All building and construction","Base 2015=100","129.578261643066"
"BEQ04C01","Value of Production Index in Building and Construction","20173","2017Q3","11","Building (excluding civil engineering)","Base 2015=100","132.493601676135"
"BEQ04C01","Value of Production Index in Building and Construction","20173","2017Q3","111","Residential building","Base 2015=100","164.965113577981"
"BEQ04C01","Value of Production Index in Building and Construction","20173","2017Q3","112","Non-residential building","Base 2015=100","127.462804057539"
"BEQ04C01","Value of Production Index in Building and Construction","20173","2017Q3","12","Civil engineering","Base 2015=100","116.297268159084"
"BEQ04C01","Value of Production Index in Building and Construction","20174","2017Q4","-","All building and construction","Base 2015=100","142.899021266802"
"BEQ04C01","Value of Production Index in Building and Construction","20174","2017Q4","11","Building (excluding civil engineering)","Base 2015=100","146.542241579745"
"BEQ04C01","Value of Production Index in Building and Construction","20174","2017Q4","111","Residential building","Base 2015=100","156.84765164558"
"BEQ04C01","Value of Production Index in Building and Construction","20174","2017Q4","112","Non-residential building","Base 2015=100","144.945628752643"
"BEQ04C01","Value of Production Index in Building and Construction","20174","2017Q4","12","Civil engineering","Base 2015=100","126.302128730063"
"BEQ04C01","Value of Production Index in Building and Construction","20181","2018Q1","-","All building and construction","Base 2015=100","120.211179486163"
"BEQ04C01","Value of Production Index in Building and Construction","20181","2018Q1","11","Building (excluding civil engineering)","Base 2015=100","123.978996062005"
"BEQ04C01","Value of Production Index in Building and Construction","20181","2018Q1","111","Residential building","Base 2015=100","133.219468679588"
"BEQ04C01","Value of Production Index in Building and Construction","20181","2018Q1","112","Non-residential building","Base 2015=100","122.547373543788"
"BEQ04C01","Value of Production Index in Building and Construction","20181","2018Q1","12","Civil engineering","Base 2015=100","103.046681751773"
"BEQ04C01","Value of Production Index in Building and Construction","20182","2018Q2","-","All building and construction","Base 2015=100","143.616148768282"
"BEQ04C01","Value of Production Index in Building and Construction","20182","2018Q2","11","Building (excluding civil engineering)","Base 2015=100","150.821295947192"
"BEQ04C01","Value of Production Index in Building and Construction","20182","2018Q2","111","Residential building","Base 2015=100","158.578497142229"
"BEQ04C01","Value of Production Index in Building and Construction","20182","2018Q2","112","Non-residential building","Base 2015=100","149.619476043736"
"BEQ04C01","Value of Production Index in Building and Construction","20182","2018Q2","12","Civil engineering","Base 2015=100","110.792700508801"
"BEQ04C01","Value of Production Index in Building and Construction","20183","2018Q3","-","All building and construction","Base 2015=100","153.377062518314"
"BEQ04C01","Value of Production Index in Building and Construction","20183","2018Q3","11","Building (excluding civil engineering)","Base 2015=100","157.022638508903"
"BEQ04C01","Value of Production Index in Building and Construction","20183","2018Q3","111","Residential building","Base 2015=100","156.431455983463"
"BEQ04C01","Value of Production Index in Building and Construction","20183","2018Q3","112","Non-residential building","Base 2015=100","157.114230167774"
"BEQ04C01","Value of Production Index in Building and Construction","20183","2018Q3","12","Civil engineering","Base 2015=100","136.769438561189"
"BEQ04C01","Value of Production Index in Building and Construction","20184","2018Q4","-","All building and construction","Base 2015=100","163.227398597685"
"BEQ04C01","Value of Production Index in Building and Construction","20184","2018Q4","11","Building (excluding civil engineering)","Base 2015=100","165.435866625628"
"BEQ04C01","Value of Production Index in Building and Construction","20184","2018Q4","111","Residential building","Base 2015=100","154.127882804995"
"BEQ04C01","Value of Production Index in Building and Construction","20184","2018Q4","112","Non-residential building","Base 2015=100","167.187807780938"
"BEQ04C01","Value of Production Index in Building and Construction","20184","2018Q4","12","Civil engineering","Base 2015=100","153.16659980372"
"BEQ04C01","Value of Production Index in Building and Construction","20191","2019Q1","-","All building and construction","Base 2015=100","135.040230358843"
"BEQ04C01","Value of Production Index in Building and Construction","20191","2019Q1","11","Building (excluding civil engineering)","Base 2015=100","141.177878530954"
"BEQ04C01","Value of Production Index in Building and Construction","20191","2019Q1","111","Residential building","Base 2015=100","139.942580025284"
"BEQ04C01","Value of Production Index in Building and Construction","20191","2019Q1","112","Non-residential building","Base 2015=100","141.36926280648"
"BEQ04C01","Value of Production Index in Building and Construction","20191","2019Q1","12","Civil engineering","Base 2015=100","107.079833130339"
"BEQ04C01","Value of Production Index in Building and Construction","20192","2019Q2","-","All building and construction","Base 2015=100","149.953513166436"
"BEQ04C01","Value of Production Index in Building and Construction","20192","2019Q2","11","Building (excluding civil engineering)","Base 2015=100","154.576433897698"
"BEQ04C01","Value of Production Index in Building and Construction","20192","2019Q2","111","Residential building","Base 2015=100","175.379507247374"
"BEQ04C01","Value of Production Index in Building and Construction","20192","2019Q2","112","Non-residential building","Base 2015=100","151.353422533664"
"BEQ04C01","Value of Production Index in Building and Construction","20192","2019Q2","12","Civil engineering","Base 2015=100","128.893540946242"
"BEQ04C01","Value of Production Index in Building and Construction","20193","2019Q3","-","All building and construction","Base 2015=100","164.100170833526"
"BEQ04C01","Value of Production Index in Building and Construction","20193","2019Q3","11","Building (excluding civil engineering)","Base 2015=100","173.178882372505"
"BEQ04C01","Value of Production Index in Building and Construction","20193","2019Q3","111","Residential building","Base 2015=100","186.051106465979"
"BEQ04C01","Value of Production Index in Building and Construction","20193","2019Q3","112","Non-residential building","Base 2015=100","171.184594132671"
"BEQ04C01","Value of Production Index in Building and Construction","20193","2019Q3","12","Civil engineering","Base 2015=100","122.741596044848"
"BEQ04C01","Value of Production Index in Building and Construction","20194","2019Q4","-","All building and construction","Base 2015=100","177.404782255831"
"BEQ04C01","Value of Production Index in Building and Construction","20194","2019Q4","11","Building (excluding civil engineering)","Base 2015=100","187.81591013257"
"BEQ04C01","Value of Production Index in Building and Construction","20194","2019Q4","111","Residential building","Base 2015=100","195.153107679177"
"BEQ04C01","Value of Production Index in Building and Construction","20194","2019Q4","112","Non-residential building","Base 2015=100","186.679161216898"
"BEQ04C01","Value of Production Index in Building and Construction","20194","2019Q4","12","Civil engineering","Base 2015=100","129.976310817355"
"BEQ04C01","Value of Production Index in Building and Construction","20201","2020Q1","-","All building and construction","Base 2015=100","152.958935315721"
"BEQ04C01","Value of Production Index in Building and Construction","20201","2020Q1","11","Building (excluding civil engineering)","Base 2015=100","161.812162952862"
"BEQ04C01","Value of Production Index in Building and Construction","20201","2020Q1","111","Residential building","Base 2015=100","155.989525467233"
"BEQ04C01","Value of Production Index in Building and Construction","20201","2020Q1","112","Non-residential building","Base 2015=100","162.714261718241"
"BEQ04C01","Value of Production Index in Building and Construction","20201","2020Q1","12","Civil engineering","Base 2015=100","112.627564968747"
"BEQ04C01","Value of Production Index in Building and Construction","20202","2020Q2","-","All building and construction","Base 2015=100","102.674057954399"
"BEQ04C01","Value of Production Index in Building and Construction","20202","2020Q2","11","Building (excluding civil engineering)","Base 2015=100","110.724051254904"
"BEQ04C01","Value of Production Index in Building and Construction","20202","2020Q2","111","Residential building","Base 2015=100","90.3639557213872"
"BEQ04C01","Value of Production Index in Building and Construction","20202","2020Q2","112","Non-residential building","Base 2015=100","113.878432253055"
"BEQ04C01","Value of Production Index in Building and Construction","20202","2020Q2","12","Civil engineering","Base 2015=100","66.0018662520965"
"BEQ04C01","Value of Production Index in Building and Construction","20203","2020Q3","-","All building and construction","Base 2015=100","153.805740979836"
"BEQ04C01","Value of Production Index in Building and Construction","20203","2020Q3","11","Building (excluding civil engineering)","Base 2015=100","163.314956811788"
"BEQ04C01","Value of Production Index in Building and Construction","20203","2020Q3","111","Residential building","Base 2015=100","148.740216249052"
"BEQ04C01","Value of Production Index in Building and Construction","20203","2020Q3","112","Non-residential building","Base 2015=100","165.573015208832"
"BEQ04C01","Value of Production Index in Building and Construction","20203","2020Q3","12","Civil engineering","Base 2015=100","110.485979967609"
"BEQ04C01","Value of Production Index in Building and Construction","20204","2020Q4","-","All building and construction","Base 2015=100","165.873621344872"
"BEQ04C01","Value of Production Index in Building and Construction","20204","2020Q4","11","Building (excluding civil engineering)","Base 2015=100","173.508621523942"
"BEQ04C01","Value of Production Index in Building and Construction","20204","2020Q4","111","Residential building","Base 2015=100","150.39320720141"
"BEQ04C01","Value of Production Index in Building and Construction","20204","2020Q4","112","Non-residential building","Base 2015=100","177.089882897855"
"BEQ04C01","Value of Production Index in Building and Construction","20204","2020Q4","12","Civil engineering","Base 2015=100","131.091953862441"
"BEQ04C01","Value of Production Index in Building and Construction","20211","2021Q1","-","All building and construction","Base 2015=100","104.287898051507"
"BEQ04C01","Value of Production Index in Building and Construction","20211","2021Q1","11","Building (excluding civil engineering)","Base 2015=100","108.816541342562"
"BEQ04C01","Value of Production Index in Building and Construction","20211","2021Q1","111","Residential building","Base 2015=100","73.5361087295046"
"BEQ04C01","Value of Production Index in Building and Construction","20211","2021Q1","112","Non-residential building","Base 2015=100","114.282523860078"
"BEQ04C01","Value of Production Index in Building and Construction","20211","2021Q1","12","Civil engineering","Base 2015=100","83.6574119478134"
"BEQ04C01","Value of Production Index in Building and Construction","20212","2021Q2","-","All building and construction","Base 2015=100","139.663707148809"
"BEQ04C01","Value of Production Index in Building and Construction","20212","2021Q2","11","Building (excluding civil engineering)","Base 2015=100","143.484324872887"
"BEQ04C01","Value of Production Index in Building and Construction","20212","2021Q2","111","Residential building","Base 2015=100","123.720229786994"
"BEQ04C01","Value of Production Index in Building and Construction","20212","2021Q2","112","Non-residential building","Base 2015=100","146.546367773519"
"BEQ04C01","Value of Production Index in Building and Construction","20212","2021Q2","12","Civil engineering","Base 2015=100","122.258670850227"
"BEQ04C01","Value of Production Index in Building and Construction","20213","2021Q3","-","All building and construction","Base 2015=100","165.009204076054"
"BEQ04C01","Value of Production Index in Building and Construction","20213","2021Q3","11","Building (excluding civil engineering)","Base 2015=100","171.101313294475"
"BEQ04C01","Value of Production Index in Building and Construction","20213","2021Q3","111","Residential building","Base 2015=100","155.063588698018"
"BEQ04C01","Value of Production Index in Building and Construction","20213","2021Q3","112","Non-residential building","Base 2015=100","173.5860311897"
"BEQ04C01","Value of Production Index in Building and Construction","20213","2021Q3","12","Civil engineering","Base 2015=100","137.256262081026"
"BEQ04C01","Value of Production Index in Building and Construction","20214","2021Q4","-","All building and construction","Base 2015=100","182.008655568602"
"BEQ04C01","Value of Production Index in Building and Construction","20214","2021Q4","11","Building (excluding civil engineering)","Base 2015=100","186.417117967111"
"BEQ04C01","Value of Production Index in Building and Construction","20214","2021Q4","111","Residential building","Base 2015=100","165.192913289849"
"BEQ04C01","Value of Production Index in Building and Construction","20214","2021Q4","112","Non-residential building","Base 2015=100","189.705375029786"
"BEQ04C01","Value of Production Index in Building and Construction","20214","2021Q4","12","Civil engineering","Base 2015=100","161.925660197616"
"BEQ04C01","Value of Production Index in Building and Construction","20221","2022Q1","-","All building and construction","Base 2015=100","143.728826030175"
"BEQ04C01","Value of Production Index in Building and Construction","20221","2022Q1","11","Building (excluding civil engineering)","Base 2015=100","152.249893262979"
"BEQ04C01","Value of Production Index in Building and Construction","20221","2022Q1","111","Residential building","Base 2015=100","137.22949754008"
"BEQ04C01","Value of Production Index in Building and Construction","20221","2022Q1","112","Non-residential building","Base 2015=100","154.576996825682"
"BEQ04C01","Value of Production Index in Building and Construction","20221","2022Q1","12","Civil engineering","Base 2015=100","104.91063085851"
"BEQ04C01","Value of Production Index in Building and Construction","20222","2022Q2","-","All building and construction","Base 2015=100","162.892320500678"
"BEQ04C01","Value of Production Index in Building and Construction","20222","2022Q2","11","Building (excluding civil engineering)","Base 2015=100","170.989271863493"
"BEQ04C01","Value of Production Index in Building and Construction","20222","2022Q2","111","Residential building","Base 2015=100","154.76322184943"
"BEQ04C01","Value of Production Index in Building and Construction","20222","2022Q2","112","Non-residential building","Base 2015=100","173.503166936095"
"BEQ04C01","Value of Production Index in Building and Construction","20222","2022Q2","12","Civil engineering","Base 2015=100","126.006208736743"
"BEQ04C01","Value of Production Index in Building and Construction","20223","2022Q3","-","All building and construction","Base 2015=100","179.996530978774"
"BEQ04C01","Value of Production Index in Building and Construction","20223","2022Q3","11","Building (excluding civil engineering)","Base 2015=100","186.691702261792"
"BEQ04C01","Value of Production Index in Building and Construction","20223","2022Q3","111","Residential building","Base 2015=100","144.661943620784"
"BEQ04C01","Value of Production Index in Building and Construction","20223","2022Q3","112","Non-residential building","Base 2015=100","193.20335500899"
"BEQ04C01","Value of Production Index in Building and Construction","20223","2022Q3","12","Civil engineering","Base 2015=100","149.496306245024"
"BEQ04C01","Value of Production Index in Building and Construction","20224","2022Q4","-","All building and construction","Base 2015=100","178.301453511829"
"BEQ04C01","Value of Production Index in Building and Construction","20224","2022Q4","11","Building (excluding civil engineering)","Base 2015=100","181.766263421233"
"BEQ04C01","Value of Production Index in Building and Construction","20224","2022Q4","111","Residential building","Base 2015=100","151.054300011773"
"BEQ04C01","Value of Production Index in Building and Construction","20224","2022Q4","112","Non-residential building","Base 2015=100","186.524454935375"
"BEQ04C01","Value of Production Index in Building and Construction","20224","2022Q4","12","Civil engineering","Base 2015=100","162.517319480097"
"BEQ04C02","Volume of Production Index in Building and Construction","20001","2000Q1","-","All building and construction","Base 2015=100","206.81997135653"
"BEQ04C02","Volume of Production Index in Building and Construction","20001","2000Q1","11","Building (excluding civil engineering)","Base 2015=100","265.870115644885"
"BEQ04C02","Volume of Production Index in Building and Construction","20001","2000Q1","111","Residential building","Base 2015=100","445.508869340789"
"BEQ04C02","Volume of Production Index in Building and Construction","20001","2000Q1","112","Non-residential building","Base 2015=100","140.914436021031"
"BEQ04C02","Volume of Production Index in Building and Construction","20001","2000Q1","12","Civil engineering","Base 2015=100","82.6456034709101"
"BEQ04C02","Volume of Production Index in Building and Construction","20002","2000Q2","-","All building and construction","Base 2015=100","216.69209903382"
"BEQ04C02","Volume of Production Index in Building and Construction","20002","2000Q2","11","Building (excluding civil engineering)","Base 2015=100","279.040288097419"
"BEQ04C02","Volume of Production Index in Building and Construction","20002","2000Q2","111","Residential building","Base 2015=100","469.562334576995"
"BEQ04C02","Volume of Production Index in Building and Construction","20002","2000Q2","112","Non-residential building","Base 2015=100","146.337422551468"
"BEQ04C02","Volume of Production Index in Building and Construction","20002","2000Q2","12","Civil engineering","Base 2015=100","85.8261576219107"
"BEQ04C02","Volume of Production Index in Building and Construction","20003","2000Q3","-","All building and construction","Base 2015=100","228.746937337031"
"BEQ04C02","Volume of Production Index in Building and Construction","20003","2000Q3","11","Building (excluding civil engineering)","Base 2015=100","295.483888753868"
"BEQ04C02","Volume of Production Index in Building and Construction","20003","2000Q3","111","Residential building","Base 2015=100","501.036394110496"
"BEQ04C02","Volume of Production Index in Building and Construction","20003","2000Q3","112","Non-residential building","Base 2015=100","151.976824217242"
"BEQ04C02","Volume of Production Index in Building and Construction","20003","2000Q3","12","Civil engineering","Base 2015=100","89.133638154375"
"BEQ04C02","Volume of Production Index in Building and Construction","20004","2000Q4","-","All building and construction","Base 2015=100","221.786474399994"
"BEQ04C02","Volume of Production Index in Building and Construction","20004","2000Q4","11","Building (excluding civil engineering)","Base 2015=100","284.011851104239"
"BEQ04C02","Volume of Production Index in Building and Construction","20004","2000Q4","111","Residential building","Base 2015=100","471.36345427894"
"BEQ04C02","Volume of Production Index in Building and Construction","20004","2000Q4","112","Non-residential building","Base 2015=100","154.095882903616"
"BEQ04C02","Volume of Production Index in Building and Construction","20004","2000Q4","12","Civil engineering","Base 2015=100","90.376455348062"
"BEQ04C02","Volume of Production Index in Building and Construction","20011","2001Q1","-","All building and construction","Base 2015=100","212.48466154237"
"BEQ04C02","Volume of Production Index in Building and Construction","20011","2001Q1","11","Building (excluding civil engineering)","Base 2015=100","267.604231453381"
"BEQ04C02","Volume of Production Index in Building and Construction","20011","2001Q1","111","Residential building","Base 2015=100","452.223077420161"
"BEQ04C02","Volume of Production Index in Building and Construction","20011","2001Q1","112","Non-residential building","Base 2015=100","138.845068267034"
"BEQ04C02","Volume of Production Index in Building and Construction","20011","2001Q1","12","Civil engineering","Base 2015=100","93.7528362877361"
"BEQ04C02","Volume of Production Index in Building and Construction","20012","2001Q2","-","All building and construction","Base 2015=100","225.728420509875"
"BEQ04C02","Volume of Production Index in Building and Construction","20012","2001Q2","11","Building (excluding civil engineering)","Base 2015=100","285.574213831363"
"BEQ04C02","Volume of Production Index in Building and Construction","20012","2001Q2","111","Residential building","Base 2015=100","491.339981022928"
"BEQ04C02","Volume of Production Index in Building and Construction","20012","2001Q2","112","Non-residential building","Base 2015=100","141.302766949277"
"BEQ04C02","Volume of Production Index in Building and Construction","20012","2001Q2","12","Civil engineering","Base 2015=100","97.5392268475872"
"BEQ04C02","Volume of Production Index in Building and Construction","20013","2001Q3","-","All building and construction","Base 2015=100","231.175473316256"
"BEQ04C02","Volume of Production Index in Building and Construction","20013","2001Q3","11","Building (excluding civil engineering)","Base 2015=100","293.105206962411"
"BEQ04C02","Volume of Production Index in Building and Construction","20013","2001Q3","111","Residential building","Base 2015=100","506.14200458339"
"BEQ04C02","Volume of Production Index in Building and Construction","20013","2001Q3","112","Non-residential building","Base 2015=100","143.582023268388"
"BEQ04C02","Volume of Production Index in Building and Construction","20013","2001Q3","12","Civil engineering","Base 2015=100","98.8724323280052"
"BEQ04C02","Volume of Production Index in Building and Construction","20014","2001Q4","-","All building and construction","Base 2015=100","234.256484411007"
"BEQ04C02","Volume of Production Index in Building and Construction","20014","2001Q4","11","Building (excluding civil engineering)","Base 2015=100","296.934935244946"
"BEQ04C02","Volume of Production Index in Building and Construction","20014","2001Q4","111","Residential building","Base 2015=100","513.713124734737"
"BEQ04C02","Volume of Production Index in Building and Construction","20014","2001Q4","112","Non-residential building","Base 2015=100","144.706224989236"
"BEQ04C02","Volume of Production Index in Building and Construction","20014","2001Q4","12","Civil engineering","Base 2015=100","100.312294246856"
"BEQ04C02","Volume of Production Index in Building and Construction","20021","2002Q1","-","All building and construction","Base 2015=100","216.771637192579"
"BEQ04C02","Volume of Production Index in Building and Construction","20021","2002Q1","11","Building (excluding civil engineering)","Base 2015=100","263.801207823433"
"BEQ04C02","Volume of Production Index in Building and Construction","20021","2002Q1","111","Residential building","Base 2015=100","453.923217395562"
"BEQ04C02","Volume of Production Index in Building and Construction","20021","2002Q1","112","Non-residential building","Base 2015=100","130.494469998324"
"BEQ04C02","Volume of Production Index in Building and Construction","20021","2002Q1","12","Civil engineering","Base 2015=100","110.313379743388"
"BEQ04C02","Volume of Production Index in Building and Construction","20022","2002Q2","-","All building and construction","Base 2015=100","221.827117525073"
"BEQ04C02","Volume of Production Index in Building and Construction","20022","2002Q2","11","Building (excluding civil engineering)","Base 2015=100","268.743536263211"
"BEQ04C02","Volume of Production Index in Building and Construction","20022","2002Q2","111","Residential building","Base 2015=100","465.435849957268"
"BEQ04C02","Volume of Production Index in Building and Construction","20022","2002Q2","112","Non-residential building","Base 2015=100","130.579018748935"
"BEQ04C02","Volume of Production Index in Building and Construction","20022","2002Q2","12","Civil engineering","Base 2015=100","114.814786018968"
"BEQ04C02","Volume of Production Index in Building and Construction","20023","2002Q3","-","All building and construction","Base 2015=100","244.923119630178"
"BEQ04C02","Volume of Production Index in Building and Construction","20023","2002Q3","11","Building (excluding civil engineering)","Base 2015=100","302.829917028052"
"BEQ04C02","Volume of Production Index in Building and Construction","20023","2002Q3","111","Residential building","Base 2015=100","541.03804999022"
"BEQ04C02","Volume of Production Index in Building and Construction","20023","2002Q3","112","Non-residential building","Base 2015=100","134.140746116793"
"BEQ04C02","Volume of Production Index in Building and Construction","20023","2002Q3","12","Civil engineering","Base 2015=100","117.036215183241"
"BEQ04C02","Volume of Production Index in Building and Construction","20024","2002Q4","-","All building and construction","Base 2015=100","238.867731016153"
"BEQ04C02","Volume of Production Index in Building and Construction","20024","2002Q4","11","Building (excluding civil engineering)","Base 2015=100","298.808758551712"
"BEQ04C02","Volume of Production Index in Building and Construction","20024","2002Q4","111","Residential building","Base 2015=100","536.032475508108"
"BEQ04C02","Volume of Production Index in Building and Construction","20024","2002Q4","112","Non-residential building","Base 2015=100","130.64932770997"
"BEQ04C02","Volume of Production Index in Building and Construction","20024","2002Q4","12","Civil engineering","Base 2015=100","108.6180121478"
"BEQ04C02","Volume of Production Index in Building and Construction","20031","2003Q1","-","All building and construction","Base 2015=100","225.342747844468"
"BEQ04C02","Volume of Production Index in Building and Construction","20031","2003Q1","11","Building (excluding civil engineering)","Base 2015=100","276.956200789234"
"BEQ04C02","Volume of Production Index in Building and Construction","20031","2003Q1","111","Residential building","Base 2015=100","499.206490467809"
"BEQ04C02","Volume of Production Index in Building and Construction","20031","2003Q1","112","Non-residential building","Base 2015=100","119.23064811206"
"BEQ04C02","Volume of Production Index in Building and Construction","20031","2003Q1","12","Civil engineering","Base 2015=100","110.332431749927"
"BEQ04C02","Volume of Production Index in Building and Construction","20032","2003Q2","-","All building and construction","Base 2015=100","236.617281848433"
"BEQ04C02","Volume of Production Index in Building and Construction","20032","2003Q2","11","Building (excluding civil engineering)","Base 2015=100","291.857115830991"
"BEQ04C02","Volume of Production Index in Building and Construction","20032","2003Q2","111","Residential building","Base 2015=100","532.486860249945"
"BEQ04C02","Volume of Production Index in Building and Construction","20032","2003Q2","112","Non-residential building","Base 2015=100","120.606716111044"
"BEQ04C02","Volume of Production Index in Building and Construction","20032","2003Q2","12","Civil engineering","Base 2015=100","114.188070698842"
"BEQ04C02","Volume of Production Index in Building and Construction","20033","2003Q3","-","All building and construction","Base 2015=100","266.89968770419"
"BEQ04C02","Volume of Production Index in Building and Construction","20033","2003Q3","11","Building (excluding civil engineering)","Base 2015=100","337.037171483549"
"BEQ04C02","Volume of Production Index in Building and Construction","20033","2003Q3","111","Residential building","Base 2015=100","632.328441464236"
"BEQ04C02","Volume of Production Index in Building and Construction","20033","2003Q3","112","Non-residential building","Base 2015=100","125.614078783213"
"BEQ04C02","Volume of Production Index in Building and Construction","20033","2003Q3","12","Civil engineering","Base 2015=100","116.32354834503"
"BEQ04C02","Volume of Production Index in Building and Construction","20034","2003Q4","-","All building and construction","Base 2015=100","245.745815145904"
"BEQ04C02","Volume of Production Index in Building and Construction","20034","2003Q4","11","Building (excluding civil engineering)","Base 2015=100","304.726790666525"
"BEQ04C02","Volume of Production Index in Building and Construction","20034","2003Q4","111","Residential building","Base 2015=100","554.674088016623"
"BEQ04C02","Volume of Production Index in Building and Construction","20034","2003Q4","112","Non-residential building","Base 2015=100","126.939862525255"
"BEQ04C02","Volume of Production Index in Building and Construction","20034","2003Q4","12","Civil engineering","Base 2015=100","116.026980809451"
"BEQ04C02","Volume of Production Index in Building and Construction","20041","2004Q1","-","All building and construction","Base 2015=100","297.908187578236"
"BEQ04C02","Volume of Production Index in Building and Construction","20041","2004Q1","11","Building (excluding civil engineering)","Base 2015=100","379.605776629742"
"BEQ04C02","Volume of Production Index in Building and Construction","20041","2004Q1","111","Residential building","Base 2015=100","726.851830062808"
"BEQ04C02","Volume of Production Index in Building and Construction","20041","2004Q1","112","Non-residential building","Base 2015=100","132.382944365408"
"BEQ04C02","Volume of Production Index in Building and Construction","20041","2004Q1","12","Civil engineering","Base 2015=100","118.465780580001"
"BEQ04C02","Volume of Production Index in Building and Construction","20042","2004Q2","-","All building and construction","Base 2015=100","324.7799045376"
"BEQ04C02","Volume of Production Index in Building and Construction","20042","2004Q2","11","Building (excluding civil engineering)","Base 2015=100","411.037140917989"
"BEQ04C02","Volume of Production Index in Building and Construction","20042","2004Q2","111","Residential building","Base 2015=100","791.548979808233"
"BEQ04C02","Volume of Production Index in Building and Construction","20042","2004Q2","112","Non-residential building","Base 2015=100","140.151227650734"
"BEQ04C02","Volume of Production Index in Building and Construction","20042","2004Q2","12","Civil engineering","Base 2015=100","135.372797997877"
"BEQ04C02","Volume of Production Index in Building and Construction","20043","2004Q3","-","All building and construction","Base 2015=100","303.405083277719"
"BEQ04C02","Volume of Production Index in Building and Construction","20043","2004Q3","11","Building (excluding civil engineering)","Base 2015=100","378.223603405397"
"BEQ04C02","Volume of Production Index in Building and Construction","20043","2004Q3","111","Residential building","Base 2015=100","703.671794633753"
"BEQ04C02","Volume of Production Index in Building and Construction","20043","2004Q3","112","Non-residential building","Base 2015=100","146.426153350281"
"BEQ04C02","Volume of Production Index in Building and Construction","20043","2004Q3","12","Civil engineering","Base 2015=100","139.221898628731"
"BEQ04C02","Volume of Production Index in Building and Construction","20044","2004Q4","-","All building and construction","Base 2015=100","296.182233787953"
"BEQ04C02","Volume of Production Index in Building and Construction","20044","2004Q4","11","Building (excluding civil engineering)","Base 2015=100","373.814151409601"
"BEQ04C02","Volume of Production Index in Building and Construction","20044","2004Q4","111","Residential building","Base 2015=100","704.461110688033"
"BEQ04C02","Volume of Production Index in Building and Construction","20044","2004Q4","112","Non-residential building","Base 2015=100","138.357538811325"
"BEQ04C02","Volume of Production Index in Building and Construction","20044","2004Q4","12","Civil engineering","Base 2015=100","125.733959785075"
"BEQ04C02","Volume of Production Index in Building and Construction","20051","2005Q1","-","All building and construction","Base 2015=100","300.433982114917"
"BEQ04C02","Volume of Production Index in Building and Construction","20051","2005Q1","11","Building (excluding civil engineering)","Base 2015=100","382.794915541841"
"BEQ04C02","Volume of Production Index in Building and Construction","20051","2005Q1","111","Residential building","Base 2015=100","736.036775144862"
